Number,TA_1_ID,TA_2_ID,TA 1 - Q1 Grade,TA 1 - Q2 Grade,TA 1 - Q3 Grade,TA 1 - Total Grade,TA 2 - Q1 Grade,TA 2 - Q2 Grade,TA 2 - Q3 Grade,TA 2 - Total Grade,Average Grade
1,TA_1,TA_2,3.0,0.0,2.0,5.0,7.0,0.0,2.0,9.0,7.0
2,TA_1,TA_2,1.0,0.0,0.0,1.0,1.5,0.0,0.0,1.5,1.25
3,TA_1,TA_2,2.0,0.0,2.0,4.0,2.5,0.0,2.0,4.5,4.25
4,TA_1,TA_2,6.0,9.0,5.0,20.0,4.5,5.5,5.5,15.5,17.75
5,TA_1,TA_2,8.0,0.0,0.0,8.0,9.0,0.0,0.0,9.0,8.5
6,TA_1,TA_2,14.0,0.0,2.0,16.0,15.0,0.0,2.0,17.0,16.5
7,TA_1,TA_2,1.5,0.0,0.0,1.5,5.0,0.0,0.0,5.0,3.25
8,TA_1,TA_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,TA_1,TA_2,4.5,1.0,2.5,8.0,2.5,6.0,3.5,12.0,10.0
10,TA_1,TA_2,15.0,16.0,21.0,52.0,21.0,17.0,22.0,60.0,56.0
11,TA_1,TA_2,3.0,9.0,0.0,12.0,4.0,8.0,0.0,12.0,12.0
12,TA_1,TA_2,1.5,3.5,1.5,6.5,-0.5,2.5,3.0,5.0,5.75
13,TA_1,TA_2,8.0,2.25,3.0,13.25,7.5,3.5,3.5,14.5,13.875
14,TA_1,TA_2,6.0,10.0,13.0,29.0,5.0,7.0,12.0,24.0,26.5
15,TA_1,TA_2,8.5,9.0,4.0,21.5,9.5,7.5,3.5,20.5,21.0
16,TA_1,TA_2,2.5,0.0,0.0,2.5,1.0,1.0,0.0,2.0,2.25
17,TA_1,TA_2,4.75,0.0,2.5,7.25,5.5,0.0,2.5,8.0,7.625
18,TA_1,TA_2,1.5,0.0,0.0,1.5,2.0,0.0,0.0,2.0,1.75
19,TA_1,TA_2,11.0,0.0,0.0,11.0,11.5,0.0,0.0,11.5,11.25
20,TA_1,TA_2,1.5,3.5,1.5,6.5,3.0,7.5,3.0,13.5,10.0
21,TA_1,TA_2,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
22,TA_1,TA_2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
23,TA_1,TA_2,6.5,3.0,0.0,9.5,4.0,4.0,0.0,8.0,8.75
24,TA_1,TA_2,15.0,4.0,2.0,21.0,17.5,4.0,2.0,23.5,22.25
25,TA_1,TA_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,TA_1,TA_2,6.0,2.0,0.0,8.0,8.0,3.0,0.0,11.0,9.5
27,TA_1,TA_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,TA_1,TA_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,TA_1,TA_2,6.0,6.5,14.0,26.5,0.0,0.0,0.0,0.0,13.25
30,TA_1,TA_2,4.0,0.0,0.0,4.0,3.5,0.0,0.0,3.5,3.75
31,TA_1,TA_2,1.25,0.0,2.0,3.25,2.0,0.0,2.0,4.0,3.625
32,TA_1,TA_2,8.5,0.0,4.0,12.5,13.5,2.0,5.5,21.0,16.75
33,TA_1,TA_2,10.5,0.0,0.0,10.5,13.5,0.0,0.0,13.5,12.0
34,TA_1,TA_2,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0
35,TA_1,TA_2,1.5,0.0,0.0,1.5,2.0,0.0,0.0,2.0,1.75
36,TA_1,TA_2,1.0,0.0,0.0,1.0,-1.5,0.0,0.0,-1.5,-0.25
37,TA_1,TA_2,0.0,2.0,0.0,2.0,-1.0,1.5,0.0,0.5,1.25
38,TA_1,TA_2,12.0,0.0,6.0,18.0,13.5,0.0,5.5,19.0,18.5
39,TA_1,TA_2,5.0,0.0,0.0,5.0,11.0,0.0,0.0,11.0,8.0
40,TA_1,TA_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,TA_1,TA_2,1.5,4.0,3.5,9.0,5.5,4.5,4.5,14.5,11.75
42,TA_1,TA_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,TA_1,TA_2,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.75
44,TA_3,TA_4,7.0,8.25,3.0,18.25,9.0,8.0,2.0,19.0,18.625
45,TA_3,TA_4,4.0,2.5,5.0,11.5,6.0,2.75,4.5,13.25,12.375
46,TA_3,TA_4,2.0,8.75,2.0,12.75,3.0,7.75,2.0,12.75,12.75
47,TA_3,TA_4,2.0,8.75,4.25,15.0,2.2,7.5,4.0,13.7,14.35
48,TA_3,TA_4,10.0,6.75,4.5,21.25,9.5,6.5,5.0,21.0,21.125
49,TA_3,TA_4,6.0,9.75,5.5,21.25,5.5,9.0,7.0,21.5,21.375
50,TA_3,TA_4,7.5,2.75,0.0,10.25,11.2,3.5,0.0,14.7,12.475
51,TA_3,TA_4,11.0,0.75,0.0,11.75,10.5,3.0,0.0,13.5,12.625
52,TA_3,TA_4,9.0,0.0,4.25,13.25,7.0,0.0,3.0,10.0,11.625
53,TA_3,TA_4,3.0,2.75,2.0,7.75,4.0,4.0,2.0,10.0,8.875
54,TA_3,TA_4,10.5,0.0,0.0,10.5,10.5,0.0,0.0,10.5,10.5
55,TA_3,TA_4,10.0,7.75,10.0,27.75,14.0,7.25,7.0,28.25,28.0
56,TA_3,TA_4,21.0,17.0,20.0,58.0,20.5,17.0,19.25,56.75,57.375
57,TA_3,TA_4,11.0,8.5,8.5,28.0,6.5,9.5,6.25,22.25,25.125
58,TA_3,TA_4,9.5,9.5,4.5,23.5,10.0,9.5,5.0,24.5,24.0
59,TA_3,TA_4,4.0,9.0,8.25,21.25,4.5,11.0,9.0,24.5,22.875
60,TA_3,TA_4,20.0,16.25,21.5,57.75,20.0,15.0,19.75,54.75,56.25
61,TA_3,TA_4,22.0,15.0,22.0,59.0,20.0,16.0,19.5,55.5,57.25
62,TA_3,TA_4,7.0,9.5,7.5,24.0,14.25,9.5,8.0,31.75,27.875
63,TA_3,TA_4,6.5,9.25,7.5,23.25,7.15,9.25,5.0,21.4,22.325
64,TA_3,TA_4,10.5,11.5,5.0,27.0,12.5,10.5,2.0,25.0,26.0
65,TA_3,TA_4,8.5,13.0,2.0,23.5,12.0,12.5,2.0,26.5,25.0
66,TA_3,TA_4,25.0,0.0,0.0,25.0,20.0,0.0,0.0,20.0,22.5
67,TA_3,TA_4,8.5,0.0,8.5,17.0,10.0,0.0,6.5,16.5,16.75
68,TA_3,TA_4,5.5,6.5,4.5,16.5,4.9,6.5,4.5,15.9,16.2
69,TA_3,TA_4,8.5,0.0,2.0,10.5,10.0,0.0,2.0,12.0,11.25
70,TA_3,TA_4,20.0,17.0,18.0,55.0,20.0,17.0,15.0,52.0,53.5
71,TA_3,TA_4,0.0,4.25,0.0,4.25,2.5,4.5,0.0,7.0,5.625
72,TA_3,TA_4,16.5,0.0,5.0,21.5,19.35,0.0,5.5,24.85,23.175
73,TA_3,TA_4,1.5,3.0,1.0,5.5,1.5,3.5,2.5,7.5,6.5
74,TA_3,TA_4,4.0,10.5,3.75,18.25,6.3,10.5,3.0,19.8,19.025
75,TA_3,TA_4,11.0,0.0,4.0,15.0,10.4,0.0,4.0,14.4,14.7
76,TA_3,TA_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,TA_3,TA_4,6.0,0.0,0.0,6.0,5.5,0.0,0.0,5.5,5.75
78,TA_3,TA_4,6.0,6.5,0.0,12.5,6.5,5.5,2.0,14.0,13.25
79,TA_3,TA_4,9.5,3.5,8.0,21.0,10.5,3.0,7.25,20.75,20.875
80,TA_3,TA_4,5.0,4.25,4.5,13.75,5.3,5.5,4.0,14.8,14.275
81,TA_3,TA_4,22.0,17.0,16.25,55.25,22.0,17.0,15.75,54.75,55.0
82,TA_3,TA_4,14.0,15.0,17.25,46.25,15.15,15.9,15.55,46.6,46.425
83,TA_3,TA_4,4.0,0.5,6.0,10.5,5.3,1.0,5.5,11.8,11.15
84,TA_3,TA_4,6.0,0.0,0.0,6.0,3.75,0.0,0.0,3.75,4.875
85,TA_3,TA_4,9.5,10.5,3.75,23.75,6.2,10.5,3.0,19.7,21.725
86,TA_3,TA_4,10.0,11.0,6.75,27.75,12.0,10.75,7.5,30.25,29.0
87,TA_3,TA_4,0.5,0.0,2.0,2.5,1.2,0.0,2.0,3.2,2.85
88,TA_3,TA_4,20.0,10.5,5.75,36.25,21.0,8.75,5.5,35.25,35.75
89,TA_5,TA_6,4.0,10.5,9.5,24.0,2.5,10.0,8.75,21.25,22.625
90,TA_5,TA_6,0.5,0.0,0.0,0.5,2.75,0.0,3.5,6.25,3.375
91,TA_5,TA_6,13.0,3.0,2.0,18.0,15.0,3.5,2.0,20.5,19.25
92,TA_5,TA_6,1.0,5.0,1.25,7.25,5.75,6.0,2.5,14.25,10.75
93,TA_5,TA_6,7.0,2.0,2.0,11.0,9.0,2.0,2.0,13.0,12.0
94,TA_5,TA_6,13.5,9.0,0.0,22.5,16.0,7.5,0.0,23.5,23.0
95,TA_5,TA_6,11.0,2.0,5.25,18.25,11.0,2.0,5.5,18.5,18.375
96,TA_5,TA_6,3.0,0.0,3.0,6.0,6.0,0.5,3.0,9.5,7.75
97,TA_5,TA_6,3.25,0.0,0.0,3.25,3.0,0.0,0.0,3.0,3.125
98,TA_5,TA_6,3.0,8.5,4.0,15.5,5.5,9.0,4.25,18.75,17.125
99,TA_5,TA_6,20.0,16.0,17.5,53.5,20.5,16.75,19.25,56.5,55.0
100,TA_5,TA_6,6.0,7.0,5.5,18.5,5.5,6.5,5.5,17.5,18.0
101,TA_5,TA_6,10.0,10.0,16.5,36.5,9.5,10.5,16.5,36.5,36.5
102,TA_5,TA_6,11.0,0.0,15.0,26.0,11.5,0.0,13.75,25.25,25.625
103,TA_5,TA_6,6.0,0.0,4.0,10.0,9.0,0.0,4.75,13.75,11.875
104,TA_5,TA_6,5.0,11.0,8.25,24.25,6.5,10.5,7.25,24.25,24.25
105,TA_5,TA_6,5.0,10.5,2.0,17.5,5.5,9.0,2.25,16.75,17.125
106,TA_5,TA_6,17.0,11.75,10.5,39.25,17.0,11.0,9.5,37.5,38.375
107,TA_5,TA_6,20.5,10.5,0.0,31.0,20.5,8.5,0.0,29.0,30.0
108,TA_5,TA_6,-1.0,5.0,0.0,4.0,1.0,3.5,0.0,4.5,4.25
109,TA_5,TA_6,11.5,11.0,5.0,27.5,6.0,11.0,5.0,22.0,24.75
110,TA_5,TA_6,5.5,10.0,14.0,29.5,6.5,8.5,14.0,29.0,29.25
111,TA_5,TA_6,11.5,11.5,3.75,26.75,14.5,10.0,4.0,28.5,27.625
112,TA_5,TA_6,16.0,11.0,3.75,30.75,16.5,10.0,4.0,30.5,30.625
113,TA_5,TA_6,22.0,17.0,18.5,57.5,22.0,17.0,16.5,55.5,56.5
114,TA_5,TA_6,5.0,12.0,9.0,26.0,7.5,9.5,8.5,25.5,25.75
115,TA_5,TA_6,3.25,7.75,4.0,15.0,3.0,7.0,3.0,13.0,14.0
116,TA_5,TA_6,0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5
117,TA_5,TA_6,-0.5,4.25,0.0,3.75,2.5,3.5,1.0,7.0,5.375
118,TA_5,TA_6,2.0,6.75,3.25,12.0,3.5,8.0,4.0,15.5,13.75
119,TA_5,TA_6,26.0,15.0,22.0,63.0,26.0,15.5,22.5,64.0,63.5
120,TA_5,TA_6,0.5,3.5,2.0,6.0,2.0,4.0,2.0,8.0,7.0
121,TA_5,TA_6,3.5,0.0,4.0,7.5,6.5,0.0,5.25,11.75,9.625
122,TA_5,TA_6,7.0,10.75,0.0,17.75,6.0,9.0,0.0,15.0,16.375
123,TA_5,TA_6,0.5,2.0,2.5,5.0,0.0,1.75,2.75,4.5,4.75
124,TA_5,TA_6,10.0,11.0,5.75,26.75,9.0,8.75,5.25,23.0,24.875
125,TA_5,TA_6,8.5,0.0,0.0,8.5,9.0,0.0,0.0,9.0,8.75
126,TA_5,TA_6,5.0,12.0,0.0,17.0,6.0,11.5,0.0,17.5,17.25
127,TA_5,TA_6,12.5,10.5,3.5,26.5,14.0,10.0,4.25,28.25,27.375
128,TA_5,TA_6,8.5,9.5,3.0,21.0,10.0,8.5,3.0,21.5,21.25
129,TA_5,TA_6,21.0,14.0,22.0,57.0,19.5,14.0,21.0,54.5,55.75
130,TA_5,TA_6,9.0,10.5,8.0,27.5,10.0,9.0,2.0,21.0,24.25
131,TA_5,TA_6,6.5,11.0,4.5,22.0,7.0,9.0,4.5,20.5,21.25
132,TA_5,TA_6,9.5,8.0,9.25,26.75,9.0,7.0,10.25,26.25,26.5
133,TA_5,TA_6,8.0,10.5,10.5,29.0,6.0,12.5,12.0,30.5,29.75
134,TA_7,TA_8,13.0,11.75,2.25,27.0,10.5,10.55,2.0,23.05,25.025
135,TA_7,TA_8,25.0,16.0,17.5,58.5,23.0,13.0,16.0,52.0,55.25
136,TA_7,TA_8,7.5,10.0,6.0,23.5,4.75,10.5,5.5,20.75,22.125
137,TA_7,TA_8,12.0,7.25,6.0,25.25,7.5,9.55,5.5,22.55,23.9
138,TA_7,TA_8,18.5,12.5,2.25,33.25,17.75,12.5,2.0,32.25,32.75
139,TA_7,TA_8,6.0,10.5,6.5,23.0,6.65,11.1,11.5,29.25,26.125
140,TA_7,TA_8,22.0,12.5,19.0,53.5,20.25,13.0,19.0,52.25,52.875
141,TA_7,TA_8,17.5,11.0,19.0,47.5,13.5,12.5,19.0,45.0,46.25
142,TA_7,TA_8,16.5,11.5,3.0,31.0,19.0,12.25,4.0,35.25,33.125
143,TA_7,TA_8,17.5,11.5,13.0,42.0,16.0,12.1,16.5,44.6,43.3
144,TA_7,TA_8,9.0,0.0,3.5,12.5,9.5,0.0,3.25,12.75,12.625
145,TA_7,TA_8,5.5,0.0,9.0,14.5,3.5,0.0,7.5,11.0,12.75
146,TA_7,TA_8,3.5,0.0,3.5,7.0,3.0,0.0,4.0,7.0,7.0
147,TA_7,TA_8,9.0,10.0,9.0,28.0,9.25,11.65,10.0,30.9,29.45
148,TA_7,TA_8,11.0,8.5,12.5,32.0,4.8,7.5,13.0,25.3,28.65
149,TA_7,TA_8,8.5,7.25,9.5,25.25,7.75,8.5,11.0,27.25,26.25
150,TA_7,TA_8,10.0,6.5,11.0,27.5,8.5,8.75,13.5,30.75,29.125
151,TA_7,TA_8,4.5,10.5,4.0,19.0,4.75,11.75,3.5,20.0,19.5
152,TA_7,TA_8,12.0,6.5,8.5,27.0,13.5,10.25,8.5,32.25,29.625
153,TA_7,TA_8,19.5,6.5,6.0,32.0,16.5,9.55,6.5,32.55,32.275
154,TA_7,TA_8,26.0,16.0,22.0,64.0,21.0,15.0,21.0,57.0,60.5
155,TA_7,TA_8,0.0,2.0,0.0,2.0,0.0,3.75,0.0,3.75,2.875
156,TA_7,TA_8,5.5,7.75,3.5,16.75,4.5,12.5,4.5,21.5,19.125
157,TA_7,TA_8,19.5,2.5,3.0,25.0,15.0,4.0,3.0,22.0,23.5
158,TA_7,TA_8,0.5,0.5,0.0,1.0,0.0,0.0,4.0,4.0,2.5
159,TA_7,TA_8,8.5,8.5,7.5,24.5,7.5,10.35,12.0,29.85,27.175
160,TA_7,TA_8,10.5,4.5,10.0,25.0,13.5,10.85,10.2,34.55,29.775
161,TA_7,TA_8,2.5,9.0,4.5,16.0,6.75,10.6,5.0,22.35,19.175
162,TA_7,TA_8,14.0,16.0,20.0,50.0,19.75,16.0,22.0,57.75,53.875
163,TA_7,TA_8,13.0,9.5,6.5,29.0,12.4,10.6,7.0,30.0,29.5
164,TA_7,TA_8,14.0,9.5,5.5,29.0,6.75,10.75,7.5,25.0,27.0
165,TA_7,TA_8,19.0,11.0,13.0,43.0,9.5,13.4,14.5,37.4,40.2
166,TA_7,TA_8,8.0,10.0,6.5,24.5,4.15,10.65,5.25,20.05,22.275
167,TA_7,TA_8,5.0,7.5,5.5,18.0,7.0,10.75,6.5,24.25,21.125
168,TA_7,TA_8,26.0,16.0,22.0,64.0,23.0,16.0,20.5,59.5,61.75
169,TA_7,TA_8,2.5,0.0,0.0,2.5,2.0,0.0,0.0,2.0,2.25
170,TA_7,TA_8,10.5,0.0,11.0,21.5,10.5,0.0,12.5,23.0,22.25
171,TA_7,TA_8,6.5,1.5,2.0,10.0,4.5,2.0,1.0,7.5,8.75
172,TA_7,TA_8,8.5,8.5,5.0,22.0,13.5,9.55,5.5,28.55,25.275
173,TA_7,TA_8,5.0,8.5,8.5,22.0,5.5,12.5,8.25,26.25,24.125
174,TA_7,TA_8,9.0,0.0,3.0,12.0,10.0,0.0,2.5,12.5,12.25
175,TA_7,TA_8,16.0,7.5,6.0,29.5,13.0,7.55,7.5,28.05,28.775
176,TA_7,TA_8,20.0,10.5,11.0,41.5,15.5,10.75,13.5,39.75,40.625
177,TA_9,TA_10,14.5,10.0,0.0,24.5,15.0,8.0,0.0,23.0,23.75
178,TA_9,TA_10,11.5,3.0,2.0,16.5,11.5,3.0,3.0,17.5,17.0
179,TA_9,TA_10,1.5,0.0,0.5,2.0,0.0,0.0,0.0,0.0,1.0
180,TA_9,TA_10,9.5,0.0,5.5,15.0,10.0,0.0,4.0,14.0,14.5
181,TA_9,TA_10,8.5,11.0,6.0,25.5,6.0,11.0,4.0,21.0,23.25
182,TA_9,TA_10,21.0,12.5,20.5,54.0,18.5,14.0,17.0,49.5,51.75
183,TA_9,TA_10,18.0,10.5,13.0,41.5,14.0,13.0,12.0,39.0,40.25
184,TA_9,TA_10,21.0,17.0,21.0,59.0,18.0,12.0,18.0,48.0,53.5
185,TA_9,TA_10,23.0,10.5,11.0,44.5,22.0,11.0,8.0,41.0,42.75
186,TA_9,TA_10,11.0,8.0,4.5,23.5,13.0,5.0,8.0,26.0,24.75
187,TA_9,TA_10,20.0,17.0,22.0,59.0,19.0,14.0,19.0,52.0,55.5
188,TA_9,TA_10,2.0,8.0,0.0,10.0,3.0,7.0,0.0,10.0,10.0
189,TA_9,TA_10,19.5,15.5,20.5,55.5,17.0,14.0,17.0,48.0,51.75
190,TA_9,TA_10,19.25,15.5,18.25,53.0,12.0,14.0,6.0,32.0,42.5
191,TA_9,TA_10,10.0,10.5,14.0,34.5,6.0,6.0,7.0,19.0,26.75
192,TA_9,TA_10,13.0,10.5,9.0,32.5,4.0,6.0,4.0,14.0,23.25
193,TA_9,TA_10,7.5,6.5,8.0,22.0,10.0,5.0,6.0,21.0,21.5
194,TA_9,TA_10,7.0,12.0,8.5,27.5,3.0,4.0,4.0,11.0,19.25
195,TA_9,TA_10,5.5,6.0,6.5,18.0,3.5,0.5,4.0,8.0,13.0
196,TA_9,TA_10,25.0,17.0,19.0,61.0,25.0,16.0,19.0,60.0,60.5
197,TA_9,TA_10,6.5,9.5,10.5,26.5,11.0,10.5,6.5,28.0,27.25
198,TA_9,TA_10,10.5,9.5,13.0,33.0,9.0,10.5,9.5,29.0,31.0
199,TA_9,TA_10,8.0,2.5,5.5,16.0,7.5,0.5,4.5,12.5,14.25
200,TA_9,TA_10,9.0,5.5,12.5,27.0,6.0,3.0,11.0,20.0,23.5
201,TA_9,TA_10,12.5,5.5,9.0,27.0,10.0,5.0,8.0,23.0,25.0
202,TA_9,TA_10,12.5,0.0,0.0,12.5,11.0,0.0,0.0,11.0,11.75
203,TA_9,TA_10,11.5,11.0,5.5,28.0,10.0,14.0,5.0,29.0,28.5
204,TA_9,TA_10,10.5,12.5,6.0,29.0,7.5,16.0,5.0,28.5,28.75
205,TA_9,TA_10,13.5,10.0,9.5,33.0,8.0,9.0,6.0,23.0,28.0
206,TA_9,TA_10,15.0,11.5,19.0,45.5,12.5,13.0,18.5,44.0,44.75
207,TA_9,TA_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,TA_9,TA_10,11.5,12.5,12.5,36.5,8.5,9.0,14.0,31.5,34.0
209,TA_9,TA_10,20.5,17.0,17.5,55.0,20.0,15.0,15.0,50.0,52.5
210,TA_9,TA_10,17.5,13.5,19.5,50.5,16.0,11.0,17.0,44.0,47.25
211,TA_9,TA_10,14.0,11.0,15.0,40.0,9.0,5.0,13.0,27.0,33.5
212,TA_9,TA_10,5.0,3.0,5.0,13.0,4.0,3.0,4.0,11.0,12.0
213,TA_9,TA_10,17.0,11.5,2.0,30.5,16.0,14.0,2.0,32.0,31.25
214,TA_9,TA_10,17.0,0.0,0.0,17.0,17.0,0.0,0.0,17.0,17.0
215,TA_9,TA_10,19.5,14.0,18.5,52.0,17.0,14.0,18.0,49.0,50.5
216,TA_9,TA_10,15.5,12.5,18.5,46.5,16.0,13.0,19.0,48.0,47.25
217,TA_9,TA_10,19.5,10.0,4.5,34.0,16.0,11.0,2.5,29.5,31.75
218,TA_9,TA_10,12.5,7.0,6.0,25.5,12.0,7.0,4.0,23.0,24.25
219,TA_9,TA_10,23.5,15.0,16.0,54.5,21.0,14.0,17.0,52.0,53.25
220,TA_9,TA_10,23.0,11.0,20.0,54.0,22.0,12.0,18.0,52.0,53.0
221,TA_11,TA_12,10.5,13.5,11.5,35.5,10.0,11.0,7.0,28.0,31.75
222,TA_11,TA_12,12.5,11.75,12.5,36.75,16.0,10.0,12.0,38.0,37.375
223,TA_11,TA_12,13.0,11.75,11.0,35.75,13.0,8.0,10.0,31.0,33.375
224,TA_11,TA_12,13.5,0.0,10.0,23.5,6.0,0.0,10.0,16.0,19.75
225,TA_11,TA_12,10.5,5.0,8.75,24.25,3.0,4.0,8.0,15.0,19.625
226,TA_11,TA_12,8.75,10.25,9.5,28.5,3.0,8.0,9.0,20.0,24.25
227,TA_11,TA_12,10.0,9.25,0.0,19.25,10.0,10.0,0.0,20.0,19.625
228,TA_11,TA_12,11.5,7.5,9.75,28.75,11.0,8.0,12.0,31.0,29.875
229,TA_11,TA_12,13.5,9.5,11.5,34.5,7.0,0.0,6.0,13.0,23.75
230,TA_11,TA_12,13.0,12.5,9.0,34.5,8.0,0.0,4.0,12.0,23.25
231,TA_11,TA_12,16.0,10.25,12.5,38.75,16.0,11.0,13.5,40.5,39.625
232,TA_11,TA_12,11.0,10.5,9.0,30.5,11.0,11.0,6.0,28.0,29.25
233,TA_11,TA_12,12.0,0.0,10.0,22.0,9.0,0.0,9.0,18.0,20.0
234,TA_11,TA_12,9.5,9.0,5.5,24.0,4.0,0.0,5.0,9.0,16.5
235,TA_11,TA_12,24.5,12.0,18.5,55.0,22.0,8.0,20.0,50.0,52.5
236,TA_11,TA_12,10.5,11.25,15.0,36.75,9.5,10.0,16.0,35.5,36.125
237,TA_11,TA_12,6.25,10.0,0.0,16.25,6.0,8.0,0.0,14.0,15.125
238,TA_11,TA_12,18.0,16.0,14.5,48.5,9.5,17.0,8.0,34.5,41.5
239,TA_11,TA_12,4.0,12.5,9.0,25.5,3.0,8.0,7.0,18.0,21.75
240,TA_11,TA_12,15.5,8.75,18.5,42.75,15.0,0.0,15.0,30.0,36.375
241,TA_11,TA_12,16.5,8.5,10.0,35.0,7.0,2.0,5.0,14.0,24.5
242,TA_11,TA_12,15.0,12.5,16.0,43.5,13.0,11.0,17.5,41.5,42.5
243,TA_11,TA_12,7.0,11.25,11.5,29.75,7.0,10.0,9.0,26.0,27.875
244,TA_11,TA_12,19.0,13.0,14.0,46.0,19.0,13.0,12.0,44.0,45.0
245,TA_11,TA_12,11.0,11.25,12.5,34.75,6.5,8.0,7.0,21.5,28.125
246,TA_11,TA_12,9.0,11.25,9.0,29.25,7.0,10.0,9.0,26.0,27.625
247,TA_11,TA_12,13.0,10.0,10.0,33.0,10.0,10.0,6.0,26.0,29.5
248,TA_11,TA_12,6.0,0.0,3.5,9.5,5.0,0.0,3.0,8.0,8.75
249,TA_11,TA_12,8.25,0.0,6.0,14.25,8.0,0.0,5.0,13.0,13.625
250,TA_11,TA_12,2.0,5.75,7.0,14.75,2.0,0.0,4.0,6.0,10.375
251,TA_11,TA_12,8.0,9.5,7.0,24.5,0.0,0.0,2.0,2.0,13.25
252,TA_11,TA_12,6.25,0.0,2.5,8.75,9.0,0.0,2.0,11.0,9.875
253,TA_11,TA_12,8.0,6.0,6.0,20.0,2.0,0.0,5.0,7.0,13.5
254,TA_11,TA_12,6.0,8.5,8.0,22.5,3.0,0.0,10.0,13.0,17.75
255,TA_11,TA_12,9.0,9.25,9.0,27.25,9.0,9.0,9.0,27.0,27.125
256,TA_11,TA_12,2.5,4.0,4.5,11.0,3.0,0.0,2.0,5.0,8.0
257,TA_11,TA_12,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.25
258,TA_11,TA_12,10.5,12.0,0.0,22.5,3.0,4.0,0.0,7.0,14.75
259,TA_11,TA_12,8.5,8.75,8.0,25.25,4.0,0.0,5.0,9.0,17.125
260,TA_11,TA_12,12.0,0.0,10.0,22.0,9.0,0.0,8.0,17.0,19.5
261,TA_11,TA_12,12.0,9.75,10.0,31.75,7.0,9.0,8.0,24.0,27.875
262,TA_11,TA_12,9.0,11.0,7.0,27.0,7.0,14.0,3.0,24.0,25.5
263,TA_11,TA_12,11.5,4.0,6.5,22.0,6.0,4.0,5.0,15.0,18.5
264,TA_11,TA_12,20.0,17.0,22.0,59.0,19.0,17.0,21.0,57.0,58.0
265,TA_11,TA_12,11.0,11.0,14.0,36.0,9.0,8.0,15.0,32.0,34.0
266,TA_11,TA_12,22.0,17.0,21.0,60.0,26.0,17.0,21.0,64.0,62.0
267,TA_11,TA_12,21.0,11.25,18.0,50.25,21.0,12.0,14.0,47.0,48.625
268,TA_11,TA_12,17.0,13.5,20.0,50.5,16.0,13.0,17.0,46.0,48.25
269,TA_13,TA_14,10.0,0.0,0.0,10.0,28.0,0.0,0.0,28.0,19.0
270,TA_13,TA_14,10.0,7.0,5.0,22.0,21.0,13.0,5.0,39.0,30.5
271,TA_13,TA_14,10.0,7.0,0.0,17.0,11.5,11.5,2.5,25.5,21.25
272,TA_13,TA_14,23.0,8.0,23.0,54.0,22.0,14.5,22.0,58.5,56.25
273,TA_13,TA_14,20.0,16.0,0.0,36.0,12.5,17.0,10.5,40.0,38.0
274,TA_13,TA_14,17.0,14.0,23.0,54.0,18.5,17.0,22.0,57.5,55.75
275,TA_13,TA_14,15.0,9.0,20.0,44.0,14.0,13.0,19.5,46.5,45.25
276,TA_13,TA_14,23.0,16.0,0.0,39.0,24.5,16.0,0.0,40.5,39.75
277,TA_13,TA_14,23.0,10.0,8.0,41.0,21.0,10.5,10.0,41.5,41.25
278,TA_13,TA_14,25.0,14.0,22.0,61.0,24.0,17.0,19.0,60.0,60.5
279,TA_13,TA_14,12.0,0.0,12.0,24.0,10.5,7.5,5.0,23.0,23.5
280,TA_13,TA_14,15.0,7.0,5.0,27.0,14.5,8.5,3.0,26.0,26.5
281,TA_13,TA_14,10.0,5.0,10.0,25.0,11.5,7.0,5.0,23.5,24.25
282,TA_13,TA_14,13.0,7.0,15.0,35.0,12.5,4.0,17.0,33.5,34.25
283,TA_13,TA_14,25.0,16.0,23.0,64.0,23.0,17.0,22.0,62.0,63.0
284,TA_13,TA_14,22.0,13.0,8.0,43.0,16.5,17.0,7.0,40.5,41.75
285,TA_13,TA_14,20.0,0.0,0.0,20.0,10.5,0.0,6.5,17.0,18.5
286,TA_13,TA_14,8.0,5.0,10.0,23.0,8.5,8.5,2.0,19.0,21.0
287,TA_13,TA_14,23.0,16.0,16.0,55.0,15.0,17.0,19.0,51.0,53.0
288,TA_13,TA_14,20.0,10.0,7.0,37.0,15.0,11.5,5.5,32.0,34.5
