run_id,source,model,use_solution,use_guidelines,use_reasoning,use_breakdown,strictness,temperature,runs,few_shot,n_graded,n_valid_vs_TA,mean_total_score,std_total_score,MAE_vs_TA_avg,MAE_CI95_lo,MAE_CI95_hi,bias_vs_TA_avg,zero_rate,AI_TA_pearson_r,behaviour,n_failed,Q1_MAE_vs_TA,Q2_MAE_vs_TA,Q3_MAE_vs_TA,Q1_mean,Q2_mean,Q3_mean,Q4_mean
M02,gemini,3-flash-preview,1,1,0,1,lenient,0.0,1,0,100,100,29.15375,5.290006748721135,2.1797500000000003,1.7469062499999999,2.6480625,1.8977500000000003,0.0,0.9452629486842422,graded,0,0.63875,0.6695,1.2985000000000002,9.47,9.53,10.15375,0.0
N01,anthropic,claude-opus-5,1,1,0,1,neutral,0.0,1,0,570,570,22.793201754385965,7.935961484157326,3.5380701754385964,3.3108760964912283,3.7661853070175444,-3.2419298245614034,0.005263157894736842,0.9238409162725754,graded,3,1.6564035087719298,0.8712719298245614,1.575482456140351,7.374561403508772,8.14451754385965,7.274122807017544,0.0
N02,anthropic,claude-opus-5,1,1,0,1,strict,0.0,1,0,570,570,21.01359649122807,8.467056716042276,5.168114035087719,4.898518640350877,5.447859649122807,-5.021535087719298,0.007017543859649123,0.9118254209000166,graded,4,2.1389473684210523,1.2489473684210526,2.111359649122807,6.81140350877193,7.60219298245614,6.6,0.0
O01,openai,gpt-5.5,1,1,0,1,neutral,0.0,1,0,570,570,24.38311403508772,6.819152457733013,2.4307894736842104,2.2783903508771925,2.591856359649123,-1.6520175438596494,0.0035087719298245615,0.931643817279652,graded,2,1.0592105263157894,0.7362719298245615,1.4281140350877195,8.599561403508773,8.297587719298246,7.485964912280702,0.0
O02,openai,gpt-5.5,1,1,0,1,strict,0.0,1,0,570,570,21.787280701754387,7.7838235535392375,4.425043859649122,4.188445175438597,4.676115131578947,-4.247850877192982,0.0035087719298245615,0.9123589295240548,graded,2,1.2570175438596491,1.119298245614035,2.5973245614035085,7.996052631578947,7.7631578947368425,6.028070175438597,0.0
O03,openai,gpt-5.5,1,1,0,1,lenient,0.0,1,0,570,570,27.166447368421053,5.476499390376686,2.2514912280701753,2.075652412280702,2.435962719298245,1.131315789473684,0.0017543859649122807,0.9333343196680581,graded,1,1.175701754385965,0.6723245614035088,1.026798245614035,9.455263157894738,8.89890350877193,8.812280701754386,0.0
O11,openai,gpt-5.4,1,1,0,1,neutral,0.0,1,0,570,570,21.582456140350878,6.506190382161754,4.694429824561404,4.4632335526315785,4.924281798245613,-4.452675438596491,0.0,0.9072357302552488,graded,0,1.5226754385964911,1.552938596491228,2.1552192982456138,7.6133771929824565,7.2616228070175435,6.707456140350877,0.0
O12,openai,gpt-5.4,1,1,0,1,strict,0.0,1,0,570,570,19.230043859649122,6.610388336638484,6.897631578947368,6.630473684210527,7.154756578947368,-6.805087719298245,0.0035087719298245615,0.8912034916024287,graded,2,2.001184210526316,2.1323684210526315,3.0753947368421053,6.971271929824561,6.6421052631578945,5.616666666666666,0.0
O13,openai,gpt-5.4,1,1,0,1,lenient,0.0,1,0,570,570,27.03640350877193,4.927326803924883,2.6889035087719297,2.506524122807017,2.8870932017543858,1.0012719298245611,0.0,0.9178767233078502,graded,0,1.2525,0.8879385964912281,1.309078947368421,9.361622807017543,8.815570175438596,8.85921052631579,0.0
P01,gemini,flash-lite,1,1,0,1,rigorous,0.0,1,0,570,570,23.022807017543858,6.544790051393733,3.924254385964912,3.7010120614035094,4.159242324561403,-3.0123245614035086,0.005263157894736842,0.8567719544546315,graded,3,1.5768421052631578,2.680263157894737,1.4196929824561402,8.304385964912282,6.114035087719298,8.60438596491228,0.0
P02,gemini,flash-lite,1,1,0,1,exacting,0.0,1,0,557,557,21.964093357271096,6.924344743061624,4.581059245960503,4.347246409335726,4.8515047127468565,-4.050538599640934,0.005385996409335727,0.8580988768925826,graded,3,1.9818705673758867,2.796714031971581,1.348201754385965,7.3572695035460995,5.960035523978686,8.641228070175439,0.0
