run_id,source,model,use_solution,use_guidelines,use_reasoning,use_breakdown,strictness,temperature,runs,few_shot,n_graded,n_valid_vs_TA,mean_total_score,std_total_score,MAE_vs_TA_avg,MAE_CI95_lo,MAE_CI95_hi,bias_vs_TA_avg,zero_rate,AI_TA_pearson_r,behaviour,n_failed,Q1_MAE_vs_TA,Q2_MAE_vs_TA,Q3_MAE_vs_TA,Q1_mean,Q2_mean,Q3_mean,Q4_mean
L-G04,local,qwen3-coder-30b-a3b,1,1,0,0,neutral,0.0,1,0,570,570,22.54122807017544,4.330742099911029,4.804692982456141,4.587821271929824,5.029350877192982,-3.4939035087719295,0.0035087719298245615,0.844417218755823,graded,2,1.8921929824561403,1.6314912280701752,2.2586403508771933,7.967543859649123,7.3543859649122805,7.219298245614035,0.0
L-H01,local,qwen2.5-coder-7b,0,1,0,1,neutral,0.0,1,0,570,570,28.192105263157895,4.8341045435098,4.288464912280702,3.9971502192982467,4.61508442982456,2.1569736842105263,0.0,0.684275381594086,graded,0,2.201140350877193,1.4103508771929825,1.9700438596491228,9.485087719298246,9.106140350877194,9.600877192982455,0.0
L-H02,local,qwen2.5-coder-7b,1,0,0,1,neutral,0.0,1,0,570,570,22.013157894736842,4.729158572202457,5.25048245614035,4.9866359649122804,5.5290833333333325,-4.021973684210526,0.0,0.7734433651823107,graded,0,1.9872807017543859,2.4032456140350877,2.119166666666667,7.920175438596491,6.523684210526316,7.569298245614035,0.0
L-H04,local,qwen2.5-coder-7b,1,1,0,0,neutral,0.0,1,0,570,570,21.11754385964912,4.5517189169727335,5.833201754385965,5.56094298245614,6.136686403508771,-4.917587719298245,0.0,0.7688671197337184,graded,0,2.3816666666666664,2.3771929824561404,2.1412719298245615,7.325438596491228,6.492105263157895,7.3,0.0
L-J01,local,glm-4.5-air,1,1,0,1,neutral,0.0,1,0,570,570,20.6640350877193,7.47078818682034,5.660394736842106,5.378805921052631,5.949047149122806,-5.371096491228069,0.010526315789473684,0.8613357179897547,graded,6,2.244473684210526,2.1449122807017544,1.9984649122807017,7.049122807017544,6.668421052631579,6.946491228070175,0.0
L-J02,local,glm-4.5-air,1,1,0,1,strict,0.0,1,0,570,570,5.015789473684211,5.7225478082594625,21.01934210526316,20.48648355263158,21.549179824561403,-21.01934210526316,0.46842105263157896,0.5340893234617318,collapse,267,6.151666666666666,7.368596491228071,7.518815789473685,2.65,1.3385964912280701,1.0271929824561403,0.0
L-J03,local,glm-4.5-air,1,1,0,1,lenient,0.0,1,0,570,570,30.54035087719298,4.868133157490558,4.683728070175439,4.387487938596492,4.994265350877193,4.505219298245614,0.0017543859649122807,0.8533771706938068,graded,1,1.9979824561403507,1.4626315789473685,1.637763157894737,10.643859649122806,9.953508771929824,9.942982456140351,0.0
L-J04,local,glm-4.5-air,1,1,0,1,rigorous,0.0,1,0,568,568,18.85299295774648,7.933750701747641,7.294586267605635,6.986331426056338,7.636919014084507,-7.207350352112677,0.03169014084507042,0.8586101016333172,graded,18,2.555877192982456,2.7805799648506153,2.4549648506151143,6.528070175438597,5.980667838312829,6.336555360281195,0.0
L-J05,local,glm-4.5-air,1,1,0,1,exacting,0.0,1,0,570,570,14.76842105263158,7.806303115339183,11.29127192982456,10.922521929824562,11.648334429824562,-11.266710526315789,0.0824561403508772,0.826398542391028,collapse,47,3.492982456140351,4.642543859649122,3.333201754385965,5.401754385964912,4.065789473684211,5.3008771929824565,0.0
L-K01,local,qwen3-coder-30b-a3b,1,1,0,1,neutral,0.0,1,2,570,570,24.268421052631577,5.204167516635877,3.3401315789473682,3.1578026315789476,3.5285142543859647,-1.7667105263157894,0.0035087719298245615,0.8869589545996859,graded,2,1.3893859649122808,1.3321052631578947,1.5569736842105264,8.540350877192983,7.735964912280702,7.992105263157895,0.0
L-M01,local,qwen3-coder-30b-a3b,1,1,0,1,strict,0.0,1,0,570,570,11.128947368421052,5.589308833028325,14.906184210526316,14.5154298245614,15.301757675438594,-14.906184210526316,0.04736842105263158,0.7421291742902252,collapse,27,6.315701754385964,4.253684210526316,4.468114035087719,2.4850877192982455,4.454385964912281,4.189473684210526,0.0
L-M02,local,qwen3-coder-30b-a3b,1,1,0,1,lenient,0.0,1,0,570,570,28.691228070175438,2.2925937684004105,4.835482456140351,4.503842105263157,5.174676535087719,2.65609649122807,0.0,0.7617389471061927,graded,0,2.23140350877193,1.3771052631578948,2.206622807017544,10.071929824561403,9.011403508771929,9.607894736842105,0.0
L-M03,local,qwen3-coder-next,1,1,0,1,strict,0.0,1,0,570,570,14.336842105263157,5.583890700298612,11.704429824561403,11.352762061403508,12.038116228070177,-11.69828947368421,0.005263157894736842,0.8192138680172076,collapse,3,3.5205263157894735,5.079122807017544,3.3295175438596494,5.335964912280701,3.6315789473684212,5.3692982456140355,0.0
L-M04,local,qwen3-coder-next,1,1,0,1,lenient,0.0,1,0,570,570,25.621929824561402,5.632768157204518,2.8051315789473685,2.6385942982456143,2.9845745614035084,-0.41320175438596485,0.0,0.8865122986104015,graded,0,1.3205263157894738,1.5026315789473683,1.2875,8.937719298245614,7.482456140350878,9.201754385964913,0.0
L-M05,local,qwen2.5-coder-7b,1,1,0,1,strict,0.0,1,0,570,570,18.626315789473683,6.615395217941021,7.916535087719297,7.543702850877192,8.296019736842105,-7.4088157894736835,0.0035087719298245615,0.6950018511699261,graded,2,3.1735087719298245,3.850701754385965,2.5471491228070176,6.275438596491228,4.917543859649123,7.433333333333334,0.0
L-M06,local,qwen2.5-coder-7b,1,1,0,1,lenient,0.0,1,0,570,570,25.178947368421053,4.69944605949657,3.8783771929824566,3.6512236842105263,4.112612938596492,-0.8561842105263158,0.0,0.7818617484349476,graded,0,1.8969298245614035,1.4619298245614034,1.8697807017543862,8.621929824561404,7.68859649122807,8.868421052631579,0.0
L-M07,local,qwen2.5-coder-14b,1,1,0,1,strict,0.0,1,0,570,570,1.5175438596491229,4.676216712698274,24.524605263157895,23.937648026315788,25.1292149122807,-24.517587719298245,0.8789473684210526,0.24525236812504678,collapse,501,8.086666666666666,8.031754385964913,8.480219298245615,0.743859649122807,0.7105263157894737,0.06315789473684211,0.0
L-MP01,local,qwen2.5-coder-32b,1,1,0,1,mpstrict,0.0,1,0,570,570,9.636842105263158,5.555175600322717,16.405307017543862,16.008604166666668,16.79801425438597,-16.398289473684212,0.07368421052631578,0.7471619676198897,collapse,42,6.152543859649122,4.374736842105264,5.898640350877193,2.6473684210526316,4.332456140350877,2.657017543859649,0.0
L-MP02,local,qwen2.5-coder-32b,1,1,0,1,mprigorous,0.0,1,0,570,570,8.305263157894737,5.541960755611881,17.736885964912283,17.286833333333334,18.160449561403507,-17.729868421052632,0.12105263157894737,0.6872351281835926,collapse,69,6.835,4.69842105263158,6.216622807017544,1.9649122807017543,4.008771929824562,2.331578947368421,0.0
L-MP03,local,qwen2.5-coder-32b,1,1,0,1,mpfair,0.0,1,0,570,570,7.491228070175438,5.280357230211635,18.55092105263158,18.10567324561404,19.002167763157896,-18.543903508771933,0.14385964912280702,0.6583076543708185,collapse,82,7.220964912280701,4.845789473684211,6.497324561403509,1.5789473684210527,3.8614035087719296,2.050877192982456,0.0
L-MP04,local,qwen2.5-coder-32b,1,1,0,1,mpnoclause,0.0,1,0,570,570,10.48157894736842,3.7667158964937495,15.554429824561407,15.158585526315788,15.947429824561405,-15.55355263157895,0.0035087719298245615,0.7961546146107111,collapse,2,5.786754385964912,4.499298245614035,5.3425,3.0096491228070175,4.214912280701754,3.257017543859649,0.0
L-MP05,local,qwen2.5-coder-32b,1,1,0,1,mpnharsh,0.0,1,0,570,570,17.903508771929825,4.972630359602907,8.24828947368421,7.931421052631579,8.553423245614036,-8.131622807017543,0.0035087719298245615,0.8465502767093174,collapse,2,2.8487719298245615,2.5807017543859647,3.2053947368421047,6.121052631578947,6.203508771929824,5.578947368421052,0.0
L-MP06,local,mistral-small-24b,1,1,0,1,mpstrict,0.0,1,0,570,570,0.0412280701754386,0.6271271574556577,25.993903508771933,25.420094298245616,26.572292763157897,-25.993903508771933,0.9929824561403509,0.07110067590683537,near-refusal,566,8.75605263157895,8.70719298245614,8.536359649122808,0.03684210526315789,0.0,0.0043859649122807015,0.0
L-MP07,local,mistral-small-24b,1,1,0,1,mprigorous,0.0,1,0,570,570,0.1649122807017544,1.391032190383084,25.870219298245615,25.28824013157895,26.45,-25.870219298245615,0.9824561403508771,0.10982822637089262,near-refusal,560,8.647280701754386,8.692280701754386,8.536359649122808,0.1456140350877193,0.014912280701754385,0.0043859649122807015,0.0
